rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,id
12133,Tropix,DS,2008,Puzzle,Capcom,0.06,0.0,0.0,0.0,0.07,e549c83e76b39493
12134,Nichibeikan Pro Yakyuu: Final League,PS2,2002,Sports,SquareSoft,0.0,0.0,0.07,0.0,0.07,9e3eaea4e2309ba5
12135,Resident Evil 6,PS4,2016,Shooter,Capcom,0.05,0.0,0.0,0.01,0.07,f6a612a20b08d74f
12136,Hammerin' Hero,PSP,2008,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07,171c52da4b995d3f
12137,Yoostar on MTV,X360,,Misc,Unknown,0.06,0.0,0.0,0.0,0.07,38837cd0b21da0bc
12138,Spawn: Armageddon,GC,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,ef5ad3443c9c65b4
12139,God Hand,PS2,2006,Action,Capcom,0.0,0.0,0.07,0.0,0.07,dc49c8e5005ebc98
12140,Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006,Action,505 Games,0.0,0.0,0.07,0.0,0.07,11974df0320ec8c6
12141,Challenge Me: Brain Puzzles 2,Wii,2010,Puzzle,O-Games,0.0,0.06,0.0,0.01,0.07,c7aaef39b5b3875e
12142,The Tale of Despereaux,DS,2008,Platform,Brash Entertainment,0.06,0.0,0.0,0.0,0.07,2adabb4c62bda122
12143,Legends of Wrestling II,GBA,2002,Fighting,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,2c1dd518bd844010
12144,Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.06,0.0,0.0,0.01,0.07,273cfc5d41a6771d
12145,Fatal Fury: Battle Archives Volume 2,PS2,2007,Fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07,15116e5dacb0ed97
12146,Jurassic Park: Operation Genesis,XB,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,e7f747b689b18309
12147,Transformer: Rise of the Dark Spark (3DS),3DS,2014,Role-Playing,Activision,0.05,0.01,0.0,0.01,0.07,54c2a5f4f8550e27
12148,Freddi Fish: Kelp Seed Mystery,Wii,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,ee88a84888276afe
12149,Ragnarok: Hikari to Yami no Koujo,PSP,2011,Role-Playing,GungHo,0.02,0.0,0.05,0.0,0.07,6bd5ecde6f77a3fe
12150,FIFA Soccer 06,GBA,2005,Sports,Electronic Arts,0.05,0.02,0.0,0.0,0.07,e4c51d33653fbf8e
12151,RedCard 20-03,PS2,2002,Sports,Midway Games,0.03,0.03,0.0,0.01,0.07,df7c6ab8d93a7165
12152,James Bond 007: Blood Stone,DS,2010,Shooter,Activision,0.05,0.01,0.0,0.0,0.07,b0b8d016cacbbff2
12153,Imagine: Gymnast,DS,2008,Simulation,Ubisoft,0.05,0.01,0.0,0.0,0.07,5b1f154560f7b09b
12154,Kanji Sonomama DS Rakubiki Jiten,DS,2006,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,e35970ce352589b2
12155,Future Tactics: The Uprising,PS2,2004,Strategy,Crave Entertainment,0.03,0.03,0.0,0.01,0.07,f84433518b13f86d
12156,Driver: Parallel Lines,XB,2006,Racing,Atari,0.05,0.01,0.0,0.0,0.07,a42c3b4e7f45216e
12157,Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,340a584ab81fab28
12158,Pipe Mania,PSP,2008,Puzzle,Empire Interactive,0.06,0.0,0.0,0.01,0.07,242015f2cb9c83b2
12159,everGirl,GBA,2005,Adventure,THQ,0.05,0.02,0.0,0.0,0.07,118c44d3c0c5bffc
12160,Heroes Phantasia,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,fe5a79077d56b35c
12161,Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0.01,0.0,0.01,0.07,744c4a406d556260
12162,Jewels of the Ages,DS,2011,Puzzle,City Interactive,0.03,0.03,0.0,0.01,0.07,d8d997bf7ac69bbb
12163,The Book of Unwritten Tales 2,PS4,2015,Adventure,Nordic Games,0.0,0.06,0.0,0.01,0.07,a7dba7ab03d02141
12164,Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,0.05,0.02,0.0,0.0,0.07,e945fc87c869737c
12165,Chuugaku Eitango Target 1800 DS,DS,2006,Misc,IE Institute,0.0,0.0,0.07,0.0,0.07,0d2b2555dd009bb5
12166,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015,Action,FuRyu,0.0,0.0,0.07,0.0,0.07,c1af1f5ebfaa4f3c
12167,World Racing,XB,2003,Racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.07,26bf876d9f76618c
12168,Major League Baseball 2K10,PSP,2010,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.07,315012a1fd0d9db3
12169,Penguins of Madagascar,3DS,2014,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07,34da4b8cdc2db956
12170,Disney's Party,GBA,2003,Misc,Hudson Entertainment,0.05,0.02,0.0,0.0,0.07,f83541f5647a874b
12171,Rapala Pro Bass Fishing 2010,PSP,2010,Sports,Activision,0.06,0.0,0.0,0.01,0.07,876b6d9fc8a7fda8
12172,X-Men: The Official Game,GBA,2006,Action,Activision,0.05,0.02,0.0,0.0,0.07,7622bf3cd82c8996
12173,Dreamer Series: Pop Star,DS,2009,Misc,Tivola,0.04,0.02,0.0,0.01,0.07,9cd5baacab2fb628
12174,Card Games,PS,2000,Misc,D3Publisher,0.04,0.03,0.0,0.0,0.07,b523f70f789bb44f
12175,My Amusement Park,DS,2010,Misc,Scholastic Inc.,0.06,0.0,0.0,0.0,0.07,8e1a1f70117b65d3
12176,Mega Man: Battle & Chase,PS,1997,Racing,Capcom,0.0,0.0,0.06,0.0,0.07,eb25c265f4d8a32c
12177,Winning Post 7 2010,PS3,2010,Sports,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,a5f017b1ec4cd08c
12178,R-Type Command,PSP,2007,Strategy,Rising Star Games,0.05,0.0,0.01,0.01,0.07,0bb02b8948147612
12179,Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.07,4d8465f62a57c141
12180,Destrega,PS,1998,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,8421c33d227d4758
12181,Dungeon Maker II: The Hidden War,PSP,2007,Role-Playing,Global A Entertainment,0.06,0.0,0.0,0.01,0.07,e9391a6a2f3cc339
12182,The Final Round,PS,1996,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.0,0.07,e637392585be43da
12183,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,af00b5fe4fe04296
12184,Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,0.05,0.01,0.0,0.01,0.07,b0ef7664e7eeeda0
12185,MAPLUS: Portable Navi,PSP,2006,Misc,Edia,0.0,0.0,0.07,0.0,0.07,25eb4107c21c5a82
12186,Rayman Arena,XB,,Racing,Unknown,0.05,0.01,0.0,0.0,0.07,59282230de6140da
12187,Brain Quest: Grades 3 & 4,DS,2008,Misc,Electronic Arts,0.06,0.0,0.0,0.01,0.07,311b07f159cc2c0b
12188,Petz: Hamsterz Bunch,PSP,2009,Simulation,Ubisoft,0.06,0.0,0.0,0.01,0.07,e1b52e3516a41b32
12189,The King of Fighters 02/03,PS2,2005,Fighting,SNK,0.03,0.03,0.0,0.01,0.07,de3f5e7a806e62ce
12190,Kamen Rider: Dragon Knight,Wii,2009,Fighting,D3Publisher,0.06,0.0,0.0,0.0,0.07,bcfd45752bd310c9
12191,Army Men: Green Rogue,PS,2001,Action,3DO,0.04,0.02,0.0,0.0,0.07,c7151550ec27afa2
12192,Centipede / Breakout / Warlords,GBA,2005,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,8bdf46dba6b99698
12193,Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010,Adventure,5pb,0.0,0.0,0.07,0.0,0.07,5f125d4141b093a6
12194,Sly 2: Band of Thieves,PS3,2010,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,148397fec5acc8ae
12195,Hyperdimension Neptunia Victory,PSV,2014,Role-Playing,Compile Heart,0.0,0.0,0.07,0.0,0.07,536bfed3f12d9a17
12196,Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,e8b8adbeb5e22e9e
12197,Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,ecb4851428f17903
12198,SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0.0,0.06,0.0,0.01,0.07,ecbc9efc22355756
12199,Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07,fd0ad8b61ffa2116
12200,Cabela's Big Game Hunter 2005 Adventures,GC,2004,Sports,Activision,0.05,0.01,0.0,0.0,0.07,39ab296622041b7a
12201,Worms 3D,GC,2003,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,360ff474b42dbabe
12202,Fantasy Aquarium World,Wii,2009,Simulation,Destineer,0.06,0.0,0.0,0.0,0.07,d843a43b906e9d24
12203,Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,c49bfead874345e1
12204,Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,f83e2d6787272049
12205,TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07,b7b1113b917fd4f9
12206,Gambler Densetsu Tetsuya,PS2,2001,Adventure,Athena,0.0,0.0,0.07,0.0,0.07,d0425a683238cc7f
12207,The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,0dc33537aa2a918b
12208,Bleach: Hanatareshi Yabou,PS2,2006,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,2c1943103def246b
12209,Karaoke Revolution Party,XB,2005,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,476e2fc66d350858
12210,Cold Stone Creamery: Scoop It Up,Wii,2009,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.07,8f3aaf0548e2b144
12211,Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,2006,Adventure,Aria,0.0,0.0,0.07,0.0,0.07,e432d4a711788fe5
12212,Pandemonium 2,PS,1997,Platform,BMG Interactive Entertainment,0.04,0.02,0.0,0.0,0.07,3323353586f1a77b
12213,MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,bf884148dbbd7fa1
12214,National Geographic Challenge!,X360,,Misc,Unknown,0.06,0.0,0.0,0.0,0.07,9d69748fcad625c4
12215,Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,8af1ea4e36399cfe
12216,Touch 'N' Play Collection,DS,2010,Misc,O-Games,0.04,0.02,0.0,0.01,0.07,c6ecab96ba85c19e
12217,Mayhem 3D,X360,2011,Racing,Evolved Games,0.06,0.0,0.0,0.0,0.07,c69bf01cd9050f4a
12218,One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.07,215032a38a8e2e2b
12219,Parlor! Mini 2,SNES,1996,Misc,Nippon Telenet,0.0,0.0,0.07,0.0,0.07,f33a071f1d717c9d
12220,Gundam Try Age SP,3DS,2014,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,f743623a801d9d66
12221,Top Gun,PS3,2011,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07,b1d874da0c223785
12222,Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.05,0.02,0.0,0.0,0.07,b48d0c109c30ef21
12223,Insecticide,DS,2008,Action,Gamecock,0.06,0.0,0.0,0.0,0.07,0248eca8e407a359
12224,C: The Contra Adventure,PS,1998,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.07,841eeeef9e44dffa
12225,Interactive Storybook DS Series 1,DS,2007,Misc,Tommo,0.06,0.0,0.0,0.0,0.07,1f6cd1f09bc5f36d
12226,Frogger Advance: The Great Quest,GBA,2002,Action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,0d5634afc868269d
12227,Worms Forts: Under Siege,XB,2004,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,441d7d67fbd732e1
12228,Dream C Club,X360,2009,Simulation,D3Publisher,0.0,0.0,0.07,0.0,0.07,813fa2c0e2433620
12229,Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.01,0.07,ad4f1fb5688e7c3d
12230,Disney Infinity,PSV,2013,Action,Disney Interactive Studios,0.05,0.0,0.0,0.02,0.07,754d464900e01a9e
12231,Pocky & Rocky with Becky,GBA,2001,Shooter,Altron,0.05,0.02,0.0,0.0,0.07,e46bcde2f275120d
12232,Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,979e2cde52c19211
12233,Streets of Rage 3,GEN,1993,Action,Sega,0.0,0.0,0.07,0.0,0.07,96312e1a3eaf7691
12234,Chocolatier,DS,2010,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.07,b134fbc239f0af26
12235,Cosmos Chaos!,DS,2010,Misc,Mentor Interactive,0.06,0.0,0.0,0.0,0.07,05a57e33463ff80f
12236,Lego Star Wars: The Force Awakens,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.07,60c182e95f141ce8
12237,12-Sai. Honto no Kimochi,3DS,2014,Adventure,Happinet,0.0,0.0,0.07,0.0,0.07,e9f5b3f08a9edb4b
12238,"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,0.05,0.01,0.0,0.01,0.07,2aef33c1a492f288
12239,Hasbro Family Game Night Fun Pack,X360,2011,Misc,Electronic Arts,0.06,0.0,0.0,0.0,0.07,4c6c8252c52e7c8c
12240,Port Royale 3,X360,,Simulation,Kalypso Media,0.06,0.0,0.0,0.0,0.07,ffe083ae6a70035a
12241,Pro Yaky? Spirits 4,PS3,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,2b1b408819e85a6f
12242,Speed Racer,PS,1996,Racing,Tomy Corporation,0.04,0.02,0.0,0.0,0.07,f1c676d0b552a6cb
12243,NHL Hitz Pro,XB,2003,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,a64f6afd41a71fa6
12244,Walt Disney Pictures Presents Enchanted,DS,2007,Platform,Disney Interactive Studios,0.04,0.01,0.0,0.01,0.07,accce06b4abd7121
12245,Cardfight!! Vanguard: Lock On Victory!!,3DS,2014,Misc,FuRyu,0.0,0.0,0.07,0.0,0.07,1f1ec654cf443651
12246,Jewel Quest IV: Heritage,DS,2011,Puzzle,iWin,0.0,0.05,0.0,0.01,0.06,94192901ded8d4e2
12247,Atelier Meruru: Alchemist of Arland 3,PSV,2013,Role-Playing,Gust,0.0,0.0,0.06,0.0,0.06,580340a8e1b66ea8
12248,Hot Wheels: Burnin' Rubber,GBA,2001,Racing,THQ,0.05,0.02,0.0,0.0,0.06,d50822ae00e03a85
12249,Ojyousama Express,PS,1998,Strategy,Media Works,0.0,0.0,0.06,0.0,0.06,d2eb184a2e1534e2
12250,Jewel Link Chronicles: Mountains of Madness,DS,,Puzzle,Avanquest,0.0,0.06,0.0,0.01,0.06,c0c4f997e519b088
12251,Chrysler Classic Racing,Wii,2008,Racing,Zoo Games,0.06,0.0,0.0,0.0,0.06,dd0061d97ffe4274
12252,Wings of War,XB,2004,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,6b6826ff17085dd9
12253,Jam Sessions 2,DS,2009,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.06,87c2caf2085ac8a6
12254,Orcs & Elves,DS,2007,Role-Playing,Electronic Arts,0.06,0.0,0.0,0.01,0.06,5b7aac10421dbe35
12255,187: Ride or Die,XB,2005,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,3ba0b16ed85032c4
12256,RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,c07457236101ecab
12257,Zatch Bell! Mamodo Battles,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,e091905b3834b4e4
12258,Motion Explosion!,X360,2011,Misc,505 Games,0.05,0.01,0.0,0.0,0.06,fe7cbe10bee623f9
12259,Genkai Tokki Monster Monpiece,PSV,2013,Strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06,740555b75533ead4
12260,Desert Strike Advance,GBA,2002,Simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06,ed9afc4119be1806
12261,Kabuki Warriors,XB,2001,Action,Genki,0.05,0.01,0.0,0.0,0.06,f85cf5e67d940adb
12262,Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,4c460ec63f8b5258
12263,Disney's Chicken Little: Ace In Action,DS,2006,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06,733285b7cbfef84a
12264,IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,68c5f51724966e14
12265,Discworld,PS,1994,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06,c7563f1cb4ef03eb
12266,The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.01,0.06,70f321d30d318c10
12267,Escape from Bug Island,Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,0549926efed198c5
12268,World Poker Tour,XB,2005,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,f6543b149addb567
12269,Pirates: The Legend of Black Kat,XB,2002,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,fa8940c2eade6bfb
12270,Elite Forces: Unit 77,DS,2009,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,b2a7838dc3fc8448
12271,July,DC,1998,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06,99176327c0007525
12272,ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06,34e569f2a1245413
12273,Bleach: Versus Crusade,Wii,2008,Fighting,Sega,0.0,0.0,0.06,0.0,0.06,3d15542bf6ade00d
12274,Kanon,DC,2000,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,decfe62c88f1dbf5
12275,NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,32a95afc23927dd9
12276,Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,2269353d640169b8
12277,My Pet Shop,DS,2008,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06,8071b817937b701d
12278,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,89ee2336fbc2bef5
12279,Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,90fdf3a8d617c695
12280,Santa Claus Is Comin' to Town!,Wii,2011,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0,0.06,e224e251c84dc8ce
12281,BMX XXX,GC,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,88954c1712c196b3
12282,Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.06,a4c0bf9e82e1badc
12283,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,0.05,0.02,0.0,0.0,0.06,2160cbc409002a65
12284,Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,5cd15ba0865abe1c
12285,Western Riding Academy,DS,2010,Simulation,Destineer,0.06,0.0,0.0,0.0,0.06,c43cfb20095ff0a7
12286,My Pet Chimp,DS,2010,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,06710ba44fc87196
12287,Frogger: Helmet Chaos,DS,2005,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,eeef0f5b929db542
12288,Ikki Tousen: Xross Impact,PSP,2010,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,e8c5a7d884335b2b
12289,Bullet Girls,PSV,2014,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,74f31d0052271eca
12290,Paws & Claws: Marine Rescue,DS,2011,Simulation,THQ,0.06,0.0,0.0,0.0,0.06,24ea71c6d1d9ec53
12291,Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,0.0,0.0,0.06,0.0,0.06,8ced74f02174ed4c
12292,XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06,ae67930aed8a44ca
12293,Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,a0514ad097774349
12294,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,ead3ad34049abbdb
12295,Pop'n Music Portable 2,PSP,2011,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,294a118f24ffa655
12296,Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,14f4605003f42219
12297,Smart Boy's Toys Club,DS,2008,Misc,505 Games,0.06,0.0,0.0,0.0,0.06,823915242b4f95e0
12298,Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,e799f3cf84d9d418
12299,Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,35e50807e01fff6f
12300,Max & the Magic Marker,DS,2011,Platform,Unknown,0.0,0.06,0.0,0.0,0.06,d83b5d28b35b6d77
12301,Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,f3d7ed80fd137013
12302,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,f6f14814963bd188
12303,Ray Tracers,PS,1997,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06,fbd975997198c70c
12304,Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,0.05,0.01,0.0,0.01,0.06,94b88eb0298cdff8
12305,Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.06,4caff1746316bc31
12306,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,4759a3b5b912cffd
12307,Nicola Kanshuu: Model * Oshare Audition,DS,2010,Misc,Alchemist,0.0,0.0,0.06,0.0,0.06,6924f117d0bb9bb6
12308,Rugby 15,PSV,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06,31185dccd27f6e62
12309,Kururin Paradise,GBA,2002,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06,30748818d13d2cda
12310,Kiniro no Corda 2,PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,7f6946accf75b5bf
12311,Fast Food Panic,Wii,2009,Simulation,Nobilis,0.06,0.0,0.0,0.0,0.06,f29072eaeffb501a
12312,Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,9a6cb476f9b42299
12313,Dynasty Warriors Vs,3DS,2012,Action,Ackkstudios,0.0,0.0,0.06,0.0,0.06,66918b6390973661
12314,Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0.0,0.03,0.03,0.0,0.06,6225db5cdd294749
12315,Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,a3d27d1ef2a83077
12316,Rayman: Hoodlum's Revenge,GBA,2005,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06,478576240386cb16
12317,Sunrise Eiyuutan R,PS2,2000,Role-Playing,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06,83f4f9d410362d9c
12318,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,a42f30be11821825
12319,The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,0.0,0.05,0.0,0.01,0.06,91c17866cb5eca1b
12320,Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,a94973927e95dd5e
12321,F1 2001,XB,2001,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,9f99282915bd2ec0
12322,Fishing Master (jp sales),Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,707cd9993be57359
12323,Zill O'll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,40919e372151ea77
12324,Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft,0.0,0.06,0.0,0.01,0.06,aaa1d31aaca1d7cd
12325,Tonka Rescue Patrol,GC,2003,Action,TDK Mediactive,0.05,0.01,0.0,0.0,0.06,02f5ddebdec297b6
12326,GunGriffon II,SAT,1998,Simulation,ESP,0.0,0.0,0.06,0.0,0.06,4441796601232376
12327,Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,a7219078eda1190f
12328,Legend of Kay,PS4,2015,Action,Nordic Games,0.02,0.03,0.0,0.01,0.06,60a0306febbe03de
12329,Order Up!!,PS3,2011,Action,Funbox Media,0.04,0.01,0.0,0.01,0.06,72ed8d487892befb
12330,Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.0,0.06,6b1b4e66a42cb465
12331,Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,0.0,0.0,0.01,0.06,41b30cc048f88cfa
12332,Spy Fox in Dry Cereal,Wii,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,ff6799ffcb283f17
12333,Cel Damage,GC,2002,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,f267ee1161630a6b
12334,Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0.0,0.06,0.0,0.01,0.06,82ece28a4938a064
12335,Killer Instinct (2013),XOne,2013,Fighting,Microsoft Game Studios,0.03,0.03,0.0,0.01,0.06,b4e2965499234824
12336,Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,0.0,0.0,0.06,0.0,0.06,84008e9cd8a2d43d
12337,Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013,Adventure,5pb,0.0,0.0,0.06,0.0,0.06,bb73e89b07b7b041
12338,Seaman 2: Peking Genjin Ikusei Kit,PS2,2007,Simulation,Sega,0.0,0.0,0.06,0.0,0.06,7c6c9db2f3c22f39
12339,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,93551e8b04577441
